EQUIP_ID,EQUIP_NAME,TYPE,DEGREE
TMP00143282,开关00163,1720,0
TMP00017142,馈线段XX,1702,2
TMP00299368,开关00367,1720,0
TMP00039512,母线XX,1710,7
TMP00015011,开关00066,1705,14
TMP00005809,开关00092,1705,8
TMP00004369,开关00083,1705,7
TMP00029736,馈线段XX,1702,4
TMP00038809,母线XX,1710,7
TMP00020822,馈线段XX,1702,2
TMP00040331,刀闸0011,1708,1
TMP00008770,开关00047,1705,6
TMP00030597,馈线段XX,1702,2
TMP00019773,馈线段XX,1702,2
TMP00019606,馈线段XX,1702,3
TMP00031667,馈线段XX,1702,4
TMP00038196,母线XX,1710,2
TMP00033975,配变0256,1703,1
TMP00012092,开关00019,1705,8
TMP00021154,馈线段XX,1702,2
TMP00030034,馈线段XX,1702,2
TMP00019355,馈线段XX,1702,3
TMP00044353,刀闸0117,1707,3
TMP00260180,开关00136,1720,0
TMP00010017,开关00170,1705,5
TMP00021865,馈线段XX,1702,2
TMP00043343,刀闸0036,1708,2
TMP00030582,馈线段XX,1702,2
TMP00020143,馈线段XX,1702,2
TMP00031530,馈线段XX,1702,2
TMP00041873,刀闸0014,1708,0
TMP00017096,馈线段XX,1702,2
TMP00283402,开关00134,1720,0
TMP00046480,配变2257,1703,2
TMP00009631,开关00007,1705,8
TMP00016583,馈线段XX,1702,2
TMP00024890,馈线段XX,1702,3
TMP00006381,开关00013,1705,3
TMP00246038,开关00158,1720,0
TMP00041900,刀闸0032,1708,2
TMP00026238,馈线段XX,1702,2
TMP00039311,母线XX,1710,2
TMP00025368,馈线段XX,1702,2
TMP00021011,馈线段XX,1702,3
TMP00209861,开关00108,1720,0
TMP00030679,馈线段XX,1702,4
TMP00008726,开关00018,1705,8
TMP00017775,馈线段XX,1702,3
TMP00014854,开关00267,1705,6
TMP00012222,开关00231,1705,6
TMP00022395,馈线段XX,1702,2
TMP00028175,馈线段XX,1702,2
TMP00035453,配变1734,1703,2
TMP00006299,开关00022,1705,3
TMP00008310,开关00035,1705,12
TMP00042684,刀闸0015,1708,8
TMP00038613,母线XX,1710,5
TMP00014328,开关00041,1705,8
TMP00036632,母线XX,1710,2
TMP00039786,刀闸0005,1708,2
TMP00029618,馈线段XX,1702,2
TMP00015273,开关00063,1705,7
TMP00147356,开关00021,1720,0
TMP00015350,开关00061,1705,2
TMP00139152,开关00357,1720,0
TMP00025456,馈线段XX,1702,2
TMP00016975,馈线段XX,1702,2
TMP00008525,开关00030,1705,6
TMP00031154,馈线段XX,1702,4
TMP00017837,馈线段XX,1702,2
TMP00034256,配变0537,1703,1
TMP00008719,开关00011,1705,8
TMP00017024,馈线段XX,1702,2
TMP00268657,开关00194,1720,0
TMP00318854,开关00142,1720,0
TMP00227835,开关00257,1720,0
TMP00045487,馈线段XX,1702,2
TMP00030431,馈线段XX,1702,3
TMP00020615,馈线段XX,1702,2
TMP00011057,开关00193,1705,5
TMP00319408,开关00048,1720,0
TMP00014506,开关00124,1705,5
TMP00281738,开关00068,1720,0
TMP00184899,开关00157,1720,0
TMP00010654,开关00061,1705,8
TMP00232820,开关00303,1720,0
TMP00015200,开关00277,1705,1
TMP00045457,馈线段XX,1702,4
TMP00021292,馈线段XX,1702,2
TMP00018246,馈线段XX,1702,4
TMP00025538,馈线段XX,1702,2
TMP00037832,母线XX,1710,2
TMP00249939,开关00065,1720,0
TMP00016019,馈线段XX,1702,2
TMP00005322,开关00087,1705,8
TMP00022305,馈线段XX,1702,2
TMP00011173,开关00042,1705,8
TMP00023823,馈线段XX,1702,3
TMP00024993,馈线段XX,1702,4
TMP00041809,刀闸0002,1708,2
TMP00023805,馈线段XX,1702,4
TMP00040039,刀闸0005,1708,3
TMP00025606,馈线段XX,1702,2
TMP00169466,开关00035,1720,0
TMP00030824,馈线段XX,1702,2
TMP00014951,开关00314,1705,5
TMP00018909,馈线段XX,1702,2
TMP00044289,刀闸0053,1707,3
TMP00019708,馈线段XX,1702,3
TMP00038150,母线XX,1710,2
TMP00028046,馈线段XX,1702,2
TMP00018614,馈线段XX,1702,3
TMP00035827,母线XX,1710,10
TMP00042929,刀闸0021,1708,2
TMP00009217,开关00007,1705,8
TMP00028341,馈线段XX,1702,2
TMP00030709,馈线段XX,1702,4
TMP00154465,开关00213,1720,0
TMP00020748,馈线段XX,1702,2
TMP00240359,开关00405,1720,0
TMP00037478,母线XX,1710,2
TMP00268209,开关00421,1720,0
TMP00238801,开关00325,1720,0
TMP00209735,开关00089,1720,0
TMP00038693,母线XX,1710,7
TMP00043326,刀闸0013,1708,13
TMP00273947,开关00148,1720,0
TMP00028147,馈线段XX,1702,2
TMP00027532,馈线段XX,1702,2
TMP00007382,开关00006,1705,6
TMP00033615,用户1402,1719,1
TMP00318692,开关00110,1720,0
TMP00024592,馈线段XX,1702,2
TMP00044380,刀闸0144,1707,3
TMP00018196,馈线段XX,1702,4
TMP00035101,配变1382,1703,1
TMP00045225,馈线段XX,1702,3
TMP00275712,开关00029,1720,0
TMP00015237,开关00049,1705,7
TMP00004923,开关00079,1705,5
TMP00015961,馈线段XX,1702,2
TMP00011959,开关00110,1705,7
TMP00017492,馈线段XX,1702,2
TMP00039038,母线XX,1710,2
TMP00009748,开关00048,1705,7
TMP00005064,开关00010,1705,4
TMP00006542,开关00002,1705,7
TMP00005215,开关00114,1705,5
TMP00006220,开关00025,1705,6
TMP00039148,母线XX,1710,7
TMP00240902,开关00528,1720,0
TMP00295041,开关00020,1720,0
TMP00303754,开关00296,1720,0
TMP00030464,馈线段XX,1702,3
TMP00033557,用户1344,1719,1
TMP00319451,开关00138,1720,0
TMP00319205,开关00208,1720,0
TMP00037918,母线XX,1710,9
TMP00014581,开关00088,1705,8
TMP00238529,开关00248,1720,0
TMP00029582,馈线段XX,1702,2
TMP00008031,开关00004,1705,8
TMP00016887,馈线段XX,1702,2
TMP00033756,配变0037,1703,2
TMP00032412,用户0199,1719,1
TMP00040243,刀闸0002,1708,1
TMP00017934,馈线段XX,1702,3
TMP00014801,开关00214,1705,10
TMP00034416,配变0697,1703,1
TMP00016057,馈线段XX,1702,2
TMP00031341,馈线段XX,1702,2
TMP00137921,开关00265,1720,0
TMP00022313,馈线段XX,1702,2
TMP00019876,馈线段XX,1702,2
TMP00036655,母线XX,1710,2
TMP00008255,开关00147,1705,5
TMP00019430,馈线段XX,1702,2
TMP00025390,馈线段XX,1702,4
TMP00137959,开关00273,1720,0
TMP00036795,母线XX,1710,2
TMP00318917,开关00337,1720,0
TMP00028837,馈线段XX,1702,3
TMP00035429,配变1710,1703,1
TMP00042668,刀闸0013,1708,6
TMP00021765,馈线段XX,1702,2
TMP00035997,母线XX,1710,2
TMP00036405,母线XX,1710,2
TMP00036938,母线XX,1710,0
TMP00010015,开关00168,1705,6
TMP00019625,馈线段XX,1702,2
TMP00025065,馈线段XX,1702,2
TMP00041416,刀闸0019,1708,1
TMP00025839,馈线段XX,1702,2
TMP00318636,开关00055,1720,0
TMP00027025,馈线段XX,1702,2
TMP00019104,馈线段XX,1702,2
TMP00143307,开关00167,1720,0
TMP00003934,开关00042,1705,9
TMP00024016,馈线段XX,1702,2
TMP00043513,刀闸0019,1708,0
TMP00045150,馈线段XX,1702,3
TMP00012827,开关00123,1705,11
TMP00038918,母线XX,1710,2
TMP00215462,开关00131,1720,0
TMP00016157,馈线段XX,1702,2
TMP00034254,配变0535,1703,1
TMP00042592,刀闸0015,1708,8
TMP00039592,母线XX,1710,2
TMP00013035,开关00051,1705,2
TMP00182781,开关00095,1720,0
TMP00011533,开关00011,1705,8
TMP00247630,开关00130,1720,0
TMP00041938,刀闸0006,1708,1
TMP00276667,开关00014,1720,0
TMP00025978,馈线段XX,1702,3
TMP00025907,馈线段XX,1702,3
TMP00012880,开关00030,1705,8
TMP00249288,开关00070,1720,0
TMP00012700,开关00067,1705,10
TMP00017260,馈线段XX,1702,3
TMP00019246,馈线段XX,1702,4
TMP00027317,馈线段XX,1702,2
TMP00006078,开关00014,1705,6
TMP00021891,馈线段XX,1702,2
TMP00013258,开关00038,1705,7
TMP00040245,刀闸0004,1708,1
TMP00044611,馈线段XX,1702,4
TMP00185072,开关00187,1720,0
TMP00039857,刀闸0014,1708,0
TMP00225512,开关00233,1720,0
TMP00018790,馈线段XX,1702,2
TMP00170263,开关00278,1720,0
TMP00268687,开关00200,1720,0
TMP00026932,馈线段XX,1702,0
TMP00030550,馈线段XX,1702,2
TMP00039186,母线XX,1710,2
TMP00039983,刀闸0003,1708,0
TMP00281878,开关00187,1720,0
TMP00135183,开关00138,1720,0
TMP00008135,开关00011,1705,10
TMP00027761,馈线段XX,1702,2
TMP00015436,开关00090,1705,9
TMP00018083,馈线段XX,1702,2
TMP00041594,刀闸0021,1708,2
TMP00042938,刀闸0034,1708,2
TMP00045073,馈线段XX,1702,2
TMP00301660,开关00160,1720,0
TMP00029340,馈线段XX,1702,4
TMP00036729,母线XX,1710,4
TMP00022451,馈线段XX,1702,2
TMP00044019,开关00105,1706,7
TMP00009444,开关00203,1705,8
TMP00023159,馈线段XX,1702,2
TMP00319292,开关00377,1720,0
TMP00177084,开关00083,1720,0
TMP00251376,开关00140,1720,0
TMP00195715,开关00059,1720,0
TMP00260139,开关00124,1720,0
TMP00004240,开关00019,1705,9
TMP00036140,母线XX,1710,2
TMP00015557,开关00229,1705,7
TMP00038396,母线XX,1710,2
TMP00274381,开关00326,1720,0
TMP00018817,馈线段XX,1702,4
TMP00045355,馈线段XX,1702,5
TMP00025642,馈线段XX,1702,2
TMP00011550,开关00013,1705,8
TMP00013303,开关00262,1705,4
TMP00238396,开关00213,1720,0
TMP00026089,馈线段XX,1702,4
TMP00029083,馈线段XX,1702,3
TMP00042873,刀闸0021,1708,0
TMP00011193,开关00101,1705,10
TMP00027310,馈线段XX,1702,2
TMP00019798,馈线段XX,1702,2
TMP00044809,馈线段XX,1702,2
TMP00017766,馈线段XX,1702,3
TMP00318532,开关00135,1720,0
TMP00023458,馈线段XX,1702,3
TMP00043114,刀闸0009,1708,1
TMP00044029,开关00110,1706,4
TMP00025951,馈线段XX,1702,2
TMP00254665,开关00043,1720,0
TMP00045041,馈线段XX,1702,2
TMP00008277,开关00002,1705,7
TMP00005334,开关00099,1705,4
TMP00038453,母线XX,1710,4
TMP00025450,馈线段XX,1702,3
TMP00240482,开关00428,1720,0
TMP00036533,母线XX,1710,2
TMP00004537,开关00006,1705,6
TMP00037928,母线XX,1710,2
TMP00044394,刀闸0017,1707,5
TMP00025858,馈线段XX,1702,2
TMP00013167,开关00162,1705,6
TMP00042052,刀闸0029,1708,2
TMP00032386,用户0173,1719,1
TMP00303761,开关00299,1720,0
TMP00035713,配变1994,1703,1
TMP00037101,母线XX,1710,2
TMP00240280,开关00380,1720,0
TMP00177393,开关00313,1720,0
TMP00024717,馈线段XX,1702,2
TMP00019904,馈线段XX,1702,2
TMP00010375,开关00021,1705,8
TMP00018692,馈线段XX,1702,3
TMP00168989,开关00122,1720,0
TMP00008786,开关00057,1705,8
TMP00029284,馈线段XX,1702,2
TMP00154210,开关00141,1720,0
TMP00013462,开关00006,1705,8
TMP00010576,开关00002,1705,8
TMP00027956,馈线段XX,1702,2
TMP00039793,刀闸0005,1708,3
TMP00043211,刀闸0034,1708,2
TMP00147398,开关00318,1720,0
TMP00014697,开关00013,1705,6
TMP00007554,开关00073,1705,6
TMP00037469,母线XX,1710,2
TMP00011323,开关00175,1705,3
TMP00035059,配变1340,1703,1
TMP00013006,开关00043,1705,8
TMP00015778,开关00003,1705,8
TMP00035142,配变1423,1703,2
TMP00167677,开关00075,1720,0
TMP00004021,开关00019,1705,6
TMP00039583,母线XX,1710,1
TMP00028847,馈线段XX,1702,2
TMP00003794,开关00002,1705,8
TMP00021884,馈线段XX,1702,3
TMP00028440,馈线段XX,1702,2
TMP00022289,馈线段XX,1702,2
TMP00040850,刀闸0023,1708,2
TMP00045567,馈线段XX,1702,2
TMP00009777,开关00028,1705,8
TMP00019596,馈线段XX,1702,3
TMP00033210,用户0997,1719,1
TMP00166409,开关00239,1720,0
TMP00032457,用户0244,1719,1
TMP00021632,馈线段XX,1702,4
TMP00023653,馈线段XX,1702,4
TMP00021778,馈线段XX,1702,3
TMP00249917,开关00057,1720,0
TMP00267670,开关00363,1720,0
TMP00011315,开关00018,1705,7
TMP00035037,配变1318,1703,1
TMP00011263,开关00011,1705,0
TMP00250915,开关00119,1720,0
TMP00319041,开关00354,1720,0
TMP00009035,开关00006,1705,8
TMP00042104,刀闸0018,1708,2
TMP00028697,馈线段XX,1702,3
TMP00170098,开关00252,1720,0
TMP00036300,母线XX,1710,7
TMP00007266,开关00168,1705,8
TMP00031413,馈线段XX,1702,4
TMP00045209,馈线段XX,1702,4
TMP00006526,开关00024,1705,7
TMP00041001,刀闸0021,1708,2
TMP00009184,开关00031,1705,7
TMP00031716,馈线段XX,1702,2
TMP00021285,馈线段XX,1702,2
TMP00020188,馈线段XX,1702,4
TMP00186597,开关00045,1720,0
TMP00004089,开关00075,1705,6
TMP00017890,馈线段XX,1702,3
TMP00042707,刀闸0017,1708,3
TMP00031683,馈线段XX,1702,1
TMP00046412,配变2189,1703,1
TMP00024736,馈线段XX,1702,3
TMP00173491,开关00074,1720,0
TMP00038550,母线XX,1710,0
TMP00045834,馈线段XX,1702,3
TMP00264921,开关00033,1720,0
TMP00144593,开关00099,1720,0
TMP00007772,开关00027,1705,5
TMP00033794,配变0075,1703,3
TMP00163325,开关00077,1720,0
TMP00145972,开关00247,1720,0
TMP00021598,馈线段XX,1702,3
TMP00034016,配变0297,1703,1
TMP00036365,母线XX,1710,1
TMP00017697,馈线段XX,1702,2
TMP00015821,开关00298,1705,8
TMP00038794,母线XX,1710,2
TMP00030556,馈线段XX,1702,2
TMP00298511,开关00234,1720,0
TMP00016476,馈线段XX,1702,2
TMP00042583,刀闸0047,1708,3
TMP00017965,馈线段XX,1702,2
TMP00037031,母线XX,1710,6
TMP00024740,馈线段XX,1702,2
TMP00040967,刀闸0018,1708,1
TMP00018607,馈线段XX,1702,3
TMP00301666,开关00163,1720,0
TMP00020000,馈线段XX,1702,4
TMP00024806,馈线段XX,1702,2
TMP00154267,开关00178,1720,0
TMP00039682,刀闸0001,1708,2
TMP00006884,开关00122,1705,5
TMP00042935,刀闸0001,1708,3
TMP00027026,馈线段XX,1702,2
TMP00023797,馈线段XX,1702,2
TMP00032133,馈线段XX,1702,0
TMP00041458,刀闸0003,1708,2
TMP00007165,开关00082,1705,6
TMP00041307,刀闸0009,1708,3
TMP00030382,馈线段XX,1702,4
TMP00013118,开关00183,1705,8
TMP00033814,配变0095,1703,1
TMP00027201,馈线段XX,1702,2
TMP00037007,母线XX,1710,2
TMP00254722,开关00057,1720,0
TMP00032237,用户0024,1719,1
TMP00004037,开关00035,1705,5
TMP00016231,馈线段XX,1702,2
TMP00027805,馈线段XX,1702,2
TMP00009867,开关00065,1705,6
TMP00004232,开关00011,1705,8
TMP00017294,馈线段XX,1702,2
TMP00044250,刀闸0014,1707,3
TMP00032539,用户0326,1719,1
TMP00043515,刀闸0021,1708,0
TMP00024926,馈线段XX,1702,2
TMP00021017,馈线段XX,1702,2
TMP00034181,配变0462,1703,1
TMP00017277,馈线段XX,1702,3
TMP00029901,馈线段XX,1702,2
TMP00005439,开关00074,1705,8
TMP00008094,开关00025,1705,11
TMP00005361,开关00033,1705,8
TMP00007072,开关00001,1705,4
TMP00046592,避雷器033,1328,3
TMP00170250,开关00273,1720,0
TMP00045157,馈线段XX,1702,2
TMP00029583,馈线段XX,1702,2
TMP00045222,馈线段XX,1702,2
TMP00025983,馈线段XX,1702,4
TMP00037570,母线XX,1710,0
TMP00232510,开关00264,1720,0
TMP00042178,刀闸0020,1708,2
TMP00024765,馈线段XX,1702,3
TMP00319175,开关00207,1720,0
TMP00034708,配变0989,1703,2
TMP00005993,开关00037,1705,8
TMP00008147,开关00023,1705,8
TMP00009981,开关00005,1705,7
TMP00011926,开关00039,1705,7
TMP00015118,开关00027,1705,3
TMP00037232,母线XX,1710,2
TMP00005330,开关00095,1705,7
TMP00176594,开关00225,1720,0
TMP00033503,用户1290,1719,1
TMP00042675,刀闸0016,1708,6
TMP00027200,馈线段XX,1702,3
TMP00015061,开关00013,1705,8
TMP00011175,开关00044,1705,8
TMP00028740,馈线段XX,1702,2
TMP00042386,刀闸0025,1708,2
TMP00038603,母线XX,1710,2
TMP00008047,开关00029,1705,7
TMP00030929,馈线段XX,1702,4
TMP00026311,馈线段XX,1702,4
TMP00319413,开关00057,1720,0
TMP00033490,用户1277,1719,1
TMP00018023,馈线段XX,1702,2
TMP00298666,开关00272,1720,0
TMP00144940,开关00122,1720,0
TMP00033388,用户1175,1719,1
TMP00027931,馈线段XX,1702,2
TMP00016989,馈线段XX,1702,2
TMP00045658,馈线段XX,1702,2
TMP00010708,开关00023,1705,8
TMP00290584,开关00021,1720,0
TMP00042092,刀闸0012,1708,1
TMP00028272,馈线段XX,1702,2
TMP00028492,馈线段XX,1702,2
TMP00041136,刀闸0010,1708,0
TMP00004233,开关00012,1705,8
TMP00255138,开关00066,1720,0
TMP00009884,开关00046,1705,8
TMP00017460,馈线段XX,1702,0
TMP00035995,母线XX,1710,2
TMP00042463,刀闸0032,1708,2
TMP00008535,开关00024,1705,2
TMP00046575,避雷器016,1328,2
TMP00032995,用户0782,1719,1
TMP00038858,母线XX,1710,7
TMP00018141,馈线段XX,1702,2
TMP00282701,开关00019,1720,0
TMP00042834,刀闸0009,1708,3
TMP00152994,开关00316,1720,0
TMP00045177,馈线段XX,1702,2
TMP00037299,母线XX,1710,0
TMP00008498,开关00003,1705,11
TMP00021213,馈线段XX,1702,2
TMP00005213,开关00112,1705,10
TMP00015659,开关00308,1705,7
TMP00014752,开关00185,1705,5
TMP00019926,馈线段XX,1702,3
TMP00032886,用户0673,1719,1
TMP00026493,馈线段XX,1702,3
TMP00018843,馈线段XX,1702,2
TMP00031385,馈线段XX,1702,4
TMP00017546,馈线段XX,1702,0
TMP00043454,刀闸0011,1708,0
TMP00187890,开关00216,1720,0
TMP00033008,用户0795,1719,1
TMP00021912,馈线段XX,1702,1
TMP00141649,开关00370,1720,0
TMP00226319,开关00347,1720,0
TMP00035738,配变2019,1703,1
TMP00037757,母线XX,1710,2
TMP00029397,馈线段XX,1702,2
TMP00039758,刀闸0005,1708,0
TMP00295939,开关00491,1720,0
TMP00042437,刀闸0013,1708,0
TMP00039950,刀闸0003,1708,2
TMP00006741,开关00003,1705,6
TMP00011131,开关00057,1705,8
TMP00010730,开关00038,1705,8
TMP00027586,馈线段XX,1702,2
TMP00036622,母线XX,1710,3
TMP00042791,刀闸0009,1708,1
TMP00295044,开关00021,1720,0
TMP00020430,馈线段XX,1702,2
TMP00246384,开关00204,1720,0
TMP00032704,用户0491,1719,1
TMP00011133,开关00059,1705,8
TMP00139441,开关00399,1720,0
TMP00042875,刀闸0023,1708,0
TMP00232366,开关00244,1720,0
TMP00022384,馈线段XX,1702,3
TMP00042884,刀闸0034,1708,2
TMP00232437,开关00247,1720,0
TMP00039571,母线XX,1710,5
TMP00041795,刀闸0034,1708,2
TMP00026776,馈线段XX,1702,2
TMP00015235,开关00047,1705,8
TMP00158259,开关00173,1720,0
TMP00024720,馈线段XX,1702,2
TMP00142046,开关00403,1720,0
TMP00295707,开关00470,1720,0
TMP00025274,馈线段XX,1702,4
TMP00035151,配变1432,1703,1
TMP00016332,馈线段XX,1702,2
TMP00029841,馈线段XX,1702,2
TMP00010313,开关00040,1705,7
TMP00304362,开关00440,1720,0
TMP00016987,馈线段XX,1702,2
TMP00018310,馈线段XX,1702,2
TMP00025669,馈线段XX,1702,3
TMP00172519,开关00390,1720,0
TMP00229433,开关00409,1720,0
TMP00232250,开关00216,1720,0
TMP00005225,开关00124,1705,6
TMP00004122,开关00022,1705,6
TMP00037753,母线XX,1710,2
TMP00006177,开关00016,1705,6
TMP00006978,开关00216,1705,4
TMP00043275,刀闸0016,1708,2
TMP00010862,开关00100,1705,6
TMP00030710,馈线段XX,1702,4
TMP00041395,刀闸0009,1708,1
TMP00005597,开关00006,1705,5
TMP00015221,开关00051,1705,8
TMP00025199,馈线段XX,1702,2
TMP00037401,母线XX,1710,3
TMP00028481,馈线段XX,1702,4
TMP00042605,刀闸0042,1708,2
TMP00016174,馈线段XX,1702,2
TMP00016831,馈线段XX,1702,3
TMP00024827,馈线段XX,1702,2
TMP00237500,开关00042,1720,0
TMP00012050,开关00007,1705,8
TMP00013912,开关00015,1705,2
TMP00037888,母线XX,1710,2
TMP00227585,开关00234,1720,0
TMP00028935,馈线段XX,1702,3
TMP00031878,馈线段XX,1702,4
TMP00033129,用户0916,1719,1
TMP00144943,开关00123,1720,0
TMP00038619,母线XX,1710,7
TMP00040788,刀闸0006,1708,0
TMP00027522,馈线段XX,1702,2
TMP00042462,刀闸0031,1708,1
TMP00039631,母线XX,1710,2
TMP00034037,配变0318,1703,1
TMP00022646,馈线段XX,1702,2
TMP00019053,馈线段XX,1702,2
TMP00040447,刀闸0005,1708,1
TMP00013764,开关00077,1705,6
TMP00039623,母线XX,1710,7
TMP00045485,馈线段XX,1702,2
TMP00040099,刀闸0004,1708,2
TMP00044917,馈线段XX,1702,2
TMP00010646,开关00053,1705,8
TMP00020701,馈线段XX,1702,3
TMP00025560,馈线段XX,1702,2
TMP00033886,配变0167,1703,1
TMP00015259,开关00282,1705,6
TMP00012507,开关00151,1705,6
TMP00009741,开关00041,1705,8
TMP00006588,开关00002,1705,7
TMP00143228,开关00151,1720,0
TMP00012495,开关00139,1705,9
TMP00229927,开关00457,1720,0
TMP00027533,馈线段XX,1702,2
TMP00006962,开关00200,1705,6
TMP00030055,馈线段XX,1702,3
TMP00043478,刀闸0063,1708,1
TMP00036262,母线XX,1710,5
TMP00169005,开关00125,1720,0
TMP00040391,刀闸0010,1708,3
TMP00037277,母线XX,1710,2
TMP00029631,馈线段XX,1702,4
TMP00010665,开关00072,1705,8
TMP00042170,刀闸0019,1708,0
TMP00012671,开关00103,1705,5
TMP00188106,开关00247,1720,0
TMP00028823,馈线段XX,1702,2
TMP00044682,馈线段XX,1702,3
TMP00026192,馈线段XX,1702,3
TMP00013787,开关00100,1705,8
TMP00008657,开关00138,1705,6
TMP00032741,用户0528,1719,2
TMP00007735,开关00042,1705,0
TMP00014611,开关00170,1705,8
TMP00020709,馈线段XX,1702,4
TMP00009730,开关00014,1705,3
TMP00015612,开关00224,1705,14
TMP00022003,馈线段XX,1702,2
TMP00030292,馈线段XX,1702,2
TMP00014615,开关00174,1705,8
TMP00006108,开关00024,1705,7
TMP00022261,馈线段XX,1702,2
TMP00025726,馈线段XX,1702,2
TMP00012493,开关00137,1705,5
TMP00318403,开关00413,1720,0
TMP00046576,避雷器017,1328,2
TMP00209769,开关00101,1720,0
TMP00012967,开关00174,1705,5
TMP00018266,馈线段XX,1702,2
TMP00007195,开关00046,1705,10
TMP00037545,母线XX,1710,6
TMP00004292,开关00015,1705,1
TMP00170040,开关00239,1720,0
TMP00025196,馈线段XX,1702,2
TMP00042658,刀闸0007,1708,0
TMP00023319,馈线段XX,1702,2
TMP00038086,母线XX,1710,2
TMP00014159,开关00048,1705,6
TMP00033527,用户1314,1719,1
TMP00141780,开关00376,1720,0
TMP00005967,开关00011,1705,9
TMP00006820,开关00058,1705,7
TMP00009745,开关00045,1705,7
TMP00017430,馈线段XX,1702,4
TMP00026955,馈线段XX,1702,2
TMP00044299,刀闸0063,1707,4
TMP00216251,开关00066,1720,0
TMP00041854,刀闸0009,1708,3
TMP00041414,刀闸0034,1708,0
TMP00012554,开关00080,1705,8
TMP00006410,开关00042,1705,7
TMP00010538,开关00009,1705,3
TMP00199615,开关00090,1720,0
TMP00019941,馈线段XX,1702,2
TMP00025113,馈线段XX,1702,2
TMP00010973,开关00003,1705,2
TMP00043745,馈线段XX,1702,1
TMP00291302,开关00056,1720,0
TMP00237251,开关00158,1720,0
TMP00004592,开关00008,1705,7
TMP00021526,馈线段XX,1702,2
TMP00037474,母线XX,1710,2
TMP00010894,开关00019,1705,2
TMP00030000,馈线段XX,1702,2
TMP00012930,开关00091,1705,6
TMP00040285,刀闸0018,1708,1
TMP00012357,开关00047,1705,7
TMP00011093,开关00104,1705,2
TMP00027856,馈线段XX,1702,2
TMP00033718,用户1505,1719,1
TMP00025439,馈线段XX,1702,3
TMP00012570,开关00039,1705,5
TMP00013050,开关00084,1705,8
TMP00041652,刀闸0012,1708,2
TMP00177249,开关00108,1720,0
TMP00247587,开关00120,1720,0
TMP00022685,馈线段XX,1702,2
TMP00012986,开关00191,1705,8
TMP00034078,配变0359,1703,1
TMP00023059,馈线段XX,1702,3
TMP00031931,馈线段XX,1702,3
TMP00005380,开关00008,1705,10
TMP00318881,开关00331,1720,0
TMP00039173,母线XX,1710,5
TMP00003861,开关00004,1705,6
TMP00006448,开关00014,1705,3
TMP00017812,馈线段XX,1702,3
TMP00021856,馈线段XX,1702,2
TMP00025256,馈线段XX,1702,3
TMP00018430,馈线段XX,1702,2
TMP00031167,馈线段XX,1702,2
TMP00037192,母线XX,1710,3
TMP00043537,刀闸0006,1707,1
TMP00036963,母线XX,1710,6
TMP00005622,开关00031,1705,6
TMP00004017,开关00015,1705,11
TMP00043615,馈线段XX,1702,3
TMP00041099,刀闸0023,1708,2
TMP00024673,馈线段XX,1702,3
TMP00037123,母线XX,1710,2
TMP00020135,馈线段XX,1702,2
TMP00045490,馈线段XX,1702,2
TMP00011593,开关00017,1705,7
TMP00016941,馈线段XX,1702,4
TMP00246149,开关00165,1720,0
TMP00026560,馈线段XX,1702,2
TMP00014927,开关00267,1705,8
TMP00009962,开关00009,1705,5
TMP00035461,配变1742,1703,1
TMP00021482,馈线段XX,1702,2
TMP00038849,母线XX,1710,2
TMP00262544,开关00029,1720,0
TMP00009940,开关00035,1705,7
TMP00006754,开关00008,1705,2
TMP00029392,馈线段XX,1702,3
TMP00011505,开关00023,1705,4
TMP00012853,开关00149,1705,5
TMP00017200,馈线段XX,1702,4
TMP00045609,馈线段XX,1702,2
TMP00318757,开关00320,1720,0
TMP00013026,开关00030,1705,0
TMP00042128,刀闸0056,1708,2
TMP00020147,馈线段XX,1702,2
TMP00031987,馈线段XX,1702,4
TMP00040473,刀闸0007,1708,2
TMP00030012,馈线段XX,1702,2
TMP00029158,馈线段XX,1702,2
TMP00016485,馈线段XX,1702,2
TMP00006757,开关00011,1705,5
TMP00026031,馈线段XX,1702,2
TMP00214857,开关00073,1720,0
TMP00012659,开关00096,1705,7
TMP00028067,馈线段XX,1702,2
TMP00043824,杆塔XX,1714,0
TMP00011321,开关00013,1705,7
TMP00040717,刀闸0029,1708,2
TMP00011418,开关00249,1705,6
TMP00007768,开关00023,1705,10
TMP00004497,开关00003,1705,2
TMP00153049,开关00323,1720,0
TMP00037387,母线XX,1710,2
TMP00004327,开关00050,1705,6
TMP00027473,馈线段XX,1702,2
TMP00016088,馈线段XX,1702,2
TMP00016129,馈线段XX,1702,2
TMP00045819,馈线段XX,1702,2
TMP00029081,馈线段XX,1702,3
TMP00042544,刀闸0019,1708,2
TMP00034945,配变1226,1703,1
TMP00020883,馈线段XX,1702,2
TMP00034566,配变0847,1703,2
TMP00279456,开关00047,1720,0
TMP00318840,开关00201,1720,0
TMP00025190,馈线段XX,1702,2
TMP00035260,配变1541,1703,2
TMP00036678,母线XX,1710,9
TMP00013603,开关00075,1705,8
TMP00016105,馈线段XX,1702,2
TMP00021491,馈线段XX,1702,4
TMP00026531,馈线段XX,1702,2
TMP00275502,开关00049,1720,0
TMP00018580,馈线段XX,1702,3
TMP00232974,开关00324,1720,0
TMP00040130,刀闸0014,1708,1
TMP00011420,开关00251,1705,6
TMP00020540,馈线段XX,1702,4
